tx_price,beds,baths,sqft,year_built,lot_size,property_type,exterior_walls,roof,basement,restaurants,groceries,nightlife,cafes,shopping,arts_entertainment,beauty_spas,active_life,median_age,married,college_grad,property_tax,insurance,median_school,num_schools,tx_year,dates
214900.0,4.0,3.0,1360.0,1997.0,2613.0,Apartment / Condo / Townhouse,,Composition Shingle,1.0,13.0,2.0,2.0,4.0,17.0,1.0,10.0,10.0,32.0,67.0,70.0,344.0,88.0,3.0,3.0,2001.0,1173
560000.0,4.0,3.0,1363.0,1972.0,10667.0,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,10.0,1.0,1.0,1.0,6.0,1.0,8.0,9.0,34.0,80.0,70.0,482.0,147.0,6.5,2.0,2006.0,1174
569500.0,4.0,3.0,1364.0,1958.0,33105.0,Single-Family,Brick,Composition Shingle,1.0,10.0,5.0,1.0,0.0,12.0,0.0,15.0,4.0,50.0,89.0,60.0,430.0,131.0,3.0,3.0,2005.0,1175
206000.0,4.0,3.0,1364.0,1993.0,1760.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Asphalt,1.0,46.0,7.0,7.0,3.0,49.0,11.0,28.0,16.0,28.0,75.0,28.0,292.0,71.0,4.0,3.0,2012.0,1176
329000.0,4.0,3.0,1370.0,1958.0,18295.0,Single-Family,Brick,Composition Shingle,1.0,42.0,3.0,2.0,6.0,55.0,2.0,59.0,22.0,43.0,79.0,81.0,712.0,217.0,9.0,3.0,1999.0,1177
581710.0,4.0,3.0,1374.0,1959.0,8093.0,Single-Family,Brick,Asphalt,1.0,67.0,14.0,17.0,16.0,60.0,6.0,36.0,17.0,52.0,65.0,82.0,458.0,152.0,2.0,3.0,2005.0,1178
319900.0,4.0,3.0,1376.0,2002.0,1459.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,12.0,1.0,1.0,0.0,11.0,0.0,12.0,7.0,28.0,76.0,42.0,274.0,78.0,8.0,3.0,2005.0,1179
276270.0,4.0,3.0,1388.0,2000.0,1306.0,Apartment / Condo / Townhouse,,Other,1.0,31.0,3.0,2.0,0.0,37.0,4.0,20.0,30.0,32.0,50.0,58.0,358.0,92.0,6.0,3.0,2003.0,1180
350000.0,4.0,3.0,1388.0,2002.0,2652.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),,1.0,4.0,1.0,0.0,0.0,2.0,0.0,5.0,5.0,36.0,70.0,39.0,303.0,86.0,8.0,1.0,2006.0,1181
336873.0,4.0,3.0,1412.0,2001.0,2108.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,14.0,1.0,1.0,1.0,12.0,0.0,13.0,7.0,28.0,76.0,42.0,224.0,63.0,8.0,3.0,2011.0,1182
495000.0,4.0,3.0,1460.0,1956.0,12196.0,Single-Family,Brick,Composition Shingle,1.0,49.0,16.0,7.0,6.0,51.0,0.0,10.0,7.0,29.0,55.0,28.0,614.0,187.0,3.0,3.0,2015.0,1183
390000.0,4.0,3.0,1464.0,1967.0,10454.0,Single-Family,Brick,Composition Shingle,1.0,10.0,1.0,1.0,0.0,9.0,0.0,11.0,10.0,44.0,84.0,61.0,430.0,131.0,8.0,3.0,2008.0,1184
660000.0,4.0,3.0,1464.0,1970.0,13068.0,Single-Family,Wood,Composition Shingle,1.0,3.0,1.0,1.0,1.0,4.0,0.0,0.0,3.0,40.0,87.0,65.0,560.0,171.0,9.0,3.0,2006.0,1185
610000.0,4.0,3.0,1466.0,1953.0,13503.0,Single-Family,Brick,Composition Shingle,1.0,7.0,1.0,0.0,3.0,10.0,2.0,10.0,7.0,47.0,80.0,81.0,573.0,174.0,4.0,3.0,2009.0,1186
480000.0,4.0,3.0,1485.0,1969.0,17424.0,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,15.0,3.0,1.0,4.0,14.0,3.0,9.0,14.0,46.0,78.0,77.0,524.0,160.0,7.0,3.0,2004.0,1187
357000.0,4.0,3.0,1496.0,1976.0,1585.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,10.0,31.0,68.0,54.0,343.0,104.0,8.0,1.0,2015.0,1188
392798.0,4.0,3.0,1496.0,1976.0,1650.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,16.0,8.0,1.0,0.0,35.0,1.0,14.0,4.0,52.0,62.0,64.0,343.0,104.0,6.0,3.0,2010.0,1189
210920.0,4.0,3.0,1496.0,1990.0,1551.0,Apartment / Condo / Townhouse,Brick,,1.0,59.0,4.0,9.0,5.0,77.0,3.0,46.0,9.0,34.0,61.0,30.0,220.0,62.0,4.0,3.0,2002.0,1190
416000.0,4.0,3.0,1503.0,1970.0,1542.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,29.0,7.0,5.0,7.0,28.0,0.0,27.0,9.0,36.0,66.0,49.0,364.0,111.0,8.0,3.0,2004.0,1191
330000.0,4.0,3.0,1512.0,1972.0,1433.0,Apartment / Condo / Townhouse,Stucco,Other,1.0,17.0,0.0,1.0,1.0,13.0,8.0,15.0,21.0,32.0,63.0,70.0,359.0,109.0,7.0,3.0,2008.0,1192
345000.0,4.0,3.0,1534.0,1975.0,1759.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,25.0,3.0,1.0,4.0,22.0,3.0,13.0,14.0,45.0,61.0,70.0,389.0,118.0,6.0,3.0,2016.0,1193
421900.0,4.0,3.0,1536.0,1995.0,2178.0,Apartment / Condo / Townhouse,,Composition Shingle,1.0,17.0,4.0,0.0,2.0,13.0,0.0,9.0,10.0,38.0,80.0,84.0,349.0,90.0,7.0,2.0,2006.0,1194
349000.0,4.0,3.0,1537.0,1979.0,8450.0,Single-Family,Brick,Composition Shingle,1.0,5.0,3.0,0.0,1.0,13.0,0.0,4.0,3.0,44.0,68.0,48.0,434.0,132.0,9.0,1.0,2002.0,1195
280000.0,4.0,3.0,1538.0,1991.0,1738.0,Apartment / Condo / Townhouse,Brick,,1.0,52.0,3.0,8.0,4.0,70.0,3.0,41.0,9.0,29.0,80.0,24.0,281.0,79.0,4.0,3.0,2013.0,1196
417000.0,4.0,3.0,1540.0,1971.0,2533.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,18.0,5.0,0.0,2.0,16.0,2.0,13.0,11.0,42.0,55.0,72.0,360.0,110.0,5.0,3.0,2007.0,1197
500000.0,4.0,3.0,1540.0,1983.0,10058.0,Single-Family,Wood,Wood Shake/ Shingles,1.0,66.0,6.0,9.0,10.0,80.0,11.0,40.0,27.0,45.0,65.0,76.0,520.0,158.0,5.0,3.0,2004.0,1198
272000.0,4.0,3.0,1546.0,1984.0,4978.0,Single-Family,Wood,Wood Shake/ Shingles,1.0,20.0,1.0,0.0,3.0,15.0,0.0,6.0,12.0,42.0,56.0,81.0,472.0,143.0,6.0,3.0,2000.0,1199
540000.0,4.0,3.0,1560.0,1981.0,8934.0,Single-Family,Metal,Composition Shingle,1.0,9.0,1.0,0.0,3.0,7.0,0.0,3.0,5.0,37.0,70.0,62.0,508.0,154.0,5.0,3.0,2010.0,1200
259000.0,4.0,3.0,1566.0,1967.0,1890.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,55.0,4.0,3.0,6.0,64.0,3.0,62.0,19.0,46.0,77.0,88.0,602.0,183.0,10.0,3.0,1997.0,1201
535000.0,4.0,3.0,1584.0,1995.0,1804.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,22.0,3.0,2.0,4.0,22.0,1.0,14.0,13.0,40.0,73.0,86.0,491.0,149.0,8.0,3.0,2012.0,1202
675000.0,4.0,3.0,1593.0,1956.0,28314.0,Single-Family,Brick,Composition Shingle,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,51.0,81.0,81.0,573.0,175.0,4.0,3.0,2005.0,1203
405000.0,4.0,3.0,1600.0,1998.0,1600.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,22.0,1.0,4.0,0.0,17.0,1.0,12.0,8.0,40.0,68.0,70.0,442.0,134.0,6.0,2.0,2009.0,1204
370000.0,4.0,3.0,1604.0,1958.0,10724.0,Single-Family,Brick,Composition Shingle,1.0,6.0,4.0,0.0,1.0,5.0,0.0,5.0,3.0,43.0,72.0,66.0,635.0,193.0,4.0,3.0,1998.0,1205
265000.0,4.0,3.0,1670.0,1996.0,1742.0,Apartment / Condo / Townhouse,,Composition Shingle,1.0,25.0,1.0,2.0,0.0,20.0,3.0,21.0,12.0,32.0,59.0,51.0,339.0,87.0,7.0,3.0,2008.0,1206
212000.0,4.0,3.0,1671.0,1965.0,12196.0,Single-Family,Brick,Composition Shingle,1.0,21.0,5.0,2.0,1.0,17.0,1.0,13.0,8.0,44.0,77.0,56.0,474.0,144.0,9.0,3.0,1997.0,1207
595000.0,4.0,3.0,1672.0,1971.0,3840.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,45.0,6.0,4.0,4.0,52.0,2.0,34.0,18.0,44.0,80.0,83.0,573.0,174.0,8.0,3.0,2005.0,1208
360000.0,4.0,3.0,1680.0,1988.0,1760.0,Apartment / Condo / Townhouse,Brick,,1.0,8.0,2.0,3.0,0.0,18.0,0.0,18.0,12.0,37.0,85.0,53.0,299.0,85.0,7.0,3.0,2007.0,1209
300000.0,4.0,3.0,1680.0,2005.0,2274.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,8.0,1.0,0.0,1.0,4.0,0.0,6.0,2.0,34.0,84.0,52.0,334.0,94.0,5.5,2.0,2010.0,1210
309990.0,4.0,3.0,1680.0,2007.0,2509.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,31.0,80.0,47.0,299.0,84.0,8.0,3.0,2008.0,1211
710165.0,4.0,3.0,1682.0,2014.0,1149.0,Apartment / Condo / Townhouse,Other,Composition Shingle,1.0,25.0,6.0,4.0,7.0,33.0,2.0,19.0,12.0,44.0,70.0,54.0,601.0,183.0,8.0,3.0,2014.0,1212
391000.0,4.0,3.0,1702.0,2007.0,2178.0,Apartment / Condo / Townhouse,,Composition Shingle,1.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,10.0,30.0,76.0,69.0,404.0,104.0,6.5,2.0,2014.0,1213
502000.0,4.0,3.0,1707.0,1975.0,16117.0,Single-Family,Brick,Shake Shingle,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,43.0,74.0,69.0,396.0,121.0,9.0,3.0,2007.0,1214
510000.0,4.0,3.0,1716.0,1993.0,1760.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,48.0,7.0,5.0,4.0,44.0,4.0,17.0,10.0,35.0,49.0,84.0,436.0,133.0,6.5,2.0,2014.0,1215
454500.0,4.0,3.0,1745.0,1940.0,5623.0,Single-Family,Brick,Composition Shingle,1.0,136.0,18.0,14.0,17.0,121.0,5.0,57.0,32.0,37.0,75.0,50.0,532.0,162.0,3.0,3.0,2015.0,1216
350550.0,4.0,3.0,1750.0,1950.0,7466.0,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,9.0,3.0,1.0,3.0,19.0,2.0,17.0,9.0,44.0,68.0,56.0,491.0,150.0,4.0,3.0,2015.0,1217
389900.0,4.0,3.0,1752.0,1984.0,1584.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,31.0,4.0,3.0,5.0,24.0,2.0,20.0,16.0,34.0,66.0,72.0,483.0,147.0,8.0,3.0,2004.0,1218
226000.0,4.0,3.0,1764.0,1969.0,16552.0,Single-Family,Brick,Composition Shingle,1.0,14.0,2.0,3.0,2.0,9.0,5.0,3.0,6.0,45.0,78.0,68.0,500.0,152.0,8.0,1.0,1994.0,1219
390000.0,4.0,3.0,1768.0,1961.0,18295.0,Single-Family,Wood,Composition Shingle,1.0,78.0,8.0,6.0,9.0,97.0,4.0,39.0,33.0,42.0,74.0,67.0,482.0,147.0,9.0,3.0,2011.0,1220
375000.0,4.0,3.0,1768.0,1979.0,2500.0,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,36.0,83.0,66.0,389.0,118.0,9.0,3.0,2015.0,1221
775000.0,4.0,3.0,1773.0,1960.0,10001.0,Single-Family,Brick veneer,Composition Shingle,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,11.0,43.0,84.0,87.0,720.0,249.0,9.0,3.0,2005.0,1222
532000.0,4.0,3.0,1786.0,1982.0,2310.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,31.0,4.0,3.0,5.0,20.0,2.0,20.0,16.0,34.0,66.0,72.0,483.0,147.0,8.0,3.0,2006.0,1223
388000.0,4.0,3.0,1800.0,1978.0,9950.0,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,6.0,2.0,0.0,0.0,3.0,1.0,3.0,8.0,36.0,87.0,61.0,368.0,112.0,5.0,3.0,2010.0,1224
429000.0,4.0,3.0,1800.0,1983.0,2099.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,0.0,1.0,0.0,0.0,7.0,2.0,0.0,11.0,31.0,68.0,54.0,356.0,108.0,8.0,1.0,2005.0,1225
265500.0,4.0,3.0,1821.0,1971.0,13068.0,Single-Family,Siding (Alum/Vinyl),,1.0,2.0,1.0,0.0,1.0,6.0,0.0,2.0,2.0,38.0,73.0,33.0,330.0,93.0,4.0,3.0,2014.0,1226
301500.0,4.0,3.0,1839.0,1973.0,7840.0,Single-Family,,Composition Shingle,,7.0,0.0,0.0,0.0,7.0,0.0,5.0,4.0,37.0,86.0,53.0,387.0,99.0,6.0,3.0,2011.0,1227
375000.0,4.0,3.0,1839.0,1974.0,7840.0,Single-Family,,Composition Shingle,,10.0,2.0,1.0,1.0,6.0,0.0,4.0,5.0,37.0,86.0,53.0,363.0,93.0,6.0,3.0,2015.0,1228
458000.0,4.0,3.0,1860.0,1994.0,1820.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,62.0,7.0,8.0,7.0,64.0,5.0,40.0,15.0,37.0,80.0,59.0,409.0,125.0,6.0,3.0,2010.0,1229
265000.0,4.0,3.0,1872.0,1986.0,3099.0,Apartment / Condo / Townhouse,Metal,Composition Shingle,1.0,88.0,8.0,8.0,8.0,47.0,5.0,43.0,15.0,38.0,68.0,53.0,319.0,97.0,8.0,3.0,2011.0,1230
515000.0,4.0,3.0,1876.0,1970.0,13939.0,Single-Family,Siding (Alum/Vinyl),Asphalt,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,45.0,80.0,80.0,491.0,149.0,6.0,3.0,2011.0,1231
225000.0,4.0,3.0,1894.0,2002.0,4700.0,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,19.0,3.0,1.0,0.0,8.0,0.0,13.0,2.0,28.0,83.0,39.0,304.0,86.0,5.5,2.0,2009.0,1232
620000.0,4.0,3.0,1901.0,1946.0,23958.0,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,66.0,6.0,7.0,12.0,88.0,5.0,35.0,25.0,39.0,85.0,55.0,573.0,174.0,8.0,3.0,2007.0,1233
285000.0,4.0,3.0,1904.0,1985.0,13068.0,Single-Family,Siding (Alum/Vinyl),,1.0,11.0,2.0,0.0,1.0,12.0,2.0,7.0,3.0,37.0,69.0,36.0,286.0,81.0,6.0,3.0,2012.0,1234
279000.0,4.0,3.0,1905.0,1955.0,8398.0,Single-Family,Stucco,Composition Shingle,1.0,19.0,5.0,0.0,3.0,25.0,5.0,13.0,24.0,39.0,71.0,68.0,356.0,108.0,5.0,3.0,2015.0,1235
367000.0,4.0,3.0,1930.0,1966.0,10532.0,Single-Family,Brick,Composition Shingle,1.0,11.0,1.0,0.0,1.0,45.0,0.0,3.0,11.0,36.0,53.0,56.0,393.0,120.0,5.0,3.0,2010.0,1236
420000.0,4.0,3.0,1936.0,1994.0,1742.0,Apartment / Condo / Townhouse,,Composition Shingle,1.0,60.0,3.0,7.0,6.0,54.0,2.0,30.0,18.0,38.0,77.0,71.0,480.0,123.0,7.0,3.0,2012.0,1237
445000.0,4.0,3.0,1976.0,1994.0,2027.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,146.0,4.0,19.0,26.0,335.0,10.0,108.0,34.0,45.0,70.0,71.0,614.0,187.0,9.0,3.0,2001.0,1238
384650.0,4.0,3.0,1980.0,1985.0,8276.0,Single-Family,,Composition Shingle,1.0,11.0,0.0,0.0,1.0,10.0,1.0,8.0,10.0,39.0,72.0,62.0,436.0,112.0,7.0,3.0,2011.0,1239
402500.0,4.0,3.0,2008.0,2001.0,2214.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,27.0,2.0,3.0,1.0,24.0,1.0,14.0,3.0,32.0,81.0,25.0,434.0,132.0,3.0,3.0,2003.0,1240
480000.0,4.0,3.0,2020.0,1925.0,5222.0,Single-Family,Concrete,Composition Shingle,1.0,38.0,7.0,3.0,7.0,44.0,2.0,31.0,47.0,33.0,59.0,82.0,612.0,212.0,9.0,3.0,2010.0,1241
465000.0,4.0,3.0,2020.0,1965.0,20037.0,Single-Family,Brick,Composition Shingle,1.0,33.0,11.0,2.0,1.0,27.0,2.0,24.0,7.0,34.0,76.0,43.0,430.0,131.0,3.0,3.0,2013.0,1242
499000.0,4.0,3.0,2032.0,1979.0,15245.0,Single-Family,Combination,,1.0,10.0,3.0,3.0,1.0,18.0,1.0,18.0,10.0,37.0,68.0,60.0,361.0,102.0,8.0,3.0,2005.0,1243
450000.0,4.0,3.0,2033.0,1966.0,14374.0,Single-Family,Brick,Composition Shingle,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,48.0,74.0,76.0,458.0,139.0,3.0,3.0,2009.0,1244
550000.0,4.0,3.0,2038.0,1978.0,2058.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,21.0,1.0,0.0,3.0,19.0,0.0,8.0,12.0,43.0,61.0,86.0,589.0,179.0,6.0,3.0,2008.0,1245
310100.0,4.0,3.0,2060.0,1997.0,2003.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,111.0,6.0,20.0,21.0,245.0,4.0,97.0,31.0,40.0,72.0,86.0,647.0,197.0,8.0,3.0,1997.0,1246
490000.0,4.0,3.0,2072.0,1999.0,1581.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,11.0,1.0,0.0,1.0,44.0,0.0,3.0,13.0,37.0,61.0,56.0,421.0,128.0,5.0,3.0,2006.0,1247
468000.0,4.0,3.0,2090.0,1979.0,2639.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,33.0,5.0,4.0,5.0,27.0,2.0,20.0,17.0,34.0,66.0,72.0,454.0,138.0,8.0,3.0,2006.0,1248
315000.0,4.0,3.0,2098.0,1962.0,21780.0,Single-Family,Brick,Composition Shingle,1.0,2.0,1.0,1.0,0.0,4.0,1.0,0.0,4.0,40.0,87.0,65.0,557.0,169.0,9.0,3.0,1999.0,1249
361000.0,4.0,3.0,2100.0,1957.0,14374.0,Single-Family,Siding (Alum/Vinyl),Shake Shingle,1.0,3.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,45.0,80.0,80.0,586.0,178.0,6.0,3.0,2001.0,1250
448000.0,4.0,3.0,2100.0,1958.0,24393.0,Single-Family,Brick,Composition Shingle,1.0,28.0,11.0,1.0,4.0,34.0,1.0,18.0,3.0,41.0,70.0,61.0,409.0,125.0,4.0,3.0,2008.0,1251
378000.0,4.0,3.0,2100.0,1976.0,10149.0,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,12.0,5.0,1.0,0.0,12.0,1.0,16.0,9.0,36.0,87.0,61.0,368.0,112.0,5.0,3.0,2009.0,1252
295000.0,4.0,3.0,2108.0,1969.0,3084.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,12.0,10.0,1.0,0.0,22.0,0.0,22.0,6.0,38.0,55.0,38.0,278.0,84.0,3.0,3.0,2012.0,1253
465000.0,4.0,3.0,2128.0,2002.0,3563.0,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,25.0,2.0,0.0,2.0,25.0,1.0,16.0,7.0,35.0,93.0,62.0,439.0,134.0,6.0,2.0,2008.0,1254
558000.0,4.0,3.0,2130.0,1976.0,21780.0,Single-Family,Siding (Alum/Vinyl),Asphalt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,93.0,81.0,466.0,142.0,9.0,3.0,2004.0,1255
730000.0,4.0,3.0,2134.0,1977.0,37026.0,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,5.0,1.0,2.0,2.0,5.0,0.0,15.0,8.0,43.0,91.0,86.0,610.0,186.0,10.0,3.0,2007.0,1256
642000.0,4.0,3.0,2138.0,1941.0,9121.0,Single-Family,Brick veneer,Composition Shingle,1.0,21.0,5.0,2.0,8.0,33.0,2.0,15.0,30.0,47.0,78.0,89.0,853.0,296.0,9.0,3.0,2001.0,1257
364900.0,4.0,3.0,2139.0,1985.0,8576.0,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,57.0,5.0,5.0,5.0,33.0,4.0,25.0,14.0,38.0,96.0,59.0,434.0,132.0,6.0,3.0,2003.0,1258
460000.0,4.0,3.0,2177.0,1966.0,14374.0,Single-Family,Brick,Composition Shingle,1.0,21.0,5.0,2.0,1.0,17.0,0.0,13.0,8.0,41.0,80.0,82.0,512.0,156.0,8.0,3.0,2007.0,1259
632500.0,4.0,3.0,2180.0,1998.0,2718.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,79.0,12.0,6.0,6.0,75.0,0.0,48.0,20.0,42.0,65.0,65.0,537.0,163.0,5.0,3.0,2005.0,1260
507000.0,4.0,3.0,2208.0,1965.0,10497.0,Single-Family,Brick,Composition Shingle,1.0,83.0,3.0,9.0,11.0,71.0,5.0,54.0,33.0,45.0,70.0,71.0,606.0,184.0,9.0,3.0,2016.0,1261
342150.0,4.0,3.0,2224.0,1999.0,2040.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,20.0,5.0,2.0,3.0,24.0,2.0,19.0,16.0,35.0,70.0,73.0,594.0,181.0,8.0,3.0,1999.0,1262
399900.0,4.0,3.0,2236.0,2009.0,3049.0,Apartment / Condo / Townhouse,,Composition Shingle,,2.0,0.0,0.0,0.0,2.0,0.0,2.0,8.0,30.0,76.0,69.0,412.0,106.0,6.5,2.0,2013.0,1263
637000.0,4.0,3.0,2251.0,1948.0,7014.0,Single-Family,Brick veneer,Shake Shingle,1.0,48.0,9.0,3.0,5.0,45.0,4.0,29.0,33.0,41.0,73.0,90.0,594.0,206.0,9.0,3.0,2009.0,1264
640000.0,4.0,3.0,2272.0,1985.0,13068.0,Single-Family,Brick,Composition Shingle,1.0,37.0,4.0,5.0,6.0,64.0,3.0,28.0,20.0,42.0,76.0,64.0,581.0,177.0,8.0,3.0,2004.0,1265
276325.0,4.0,3.0,2275.0,2001.0,4691.0,Single-Family,Siding (Alum/Vinyl),Asphalt,1.0,13.0,4.0,0.0,3.0,10.0,0.0,10.0,6.0,30.0,88.0,34.0,450.0,109.0,4.0,3.0,2001.0,1266
520000.0,4.0,3.0,2286.0,1968.0,11761.0,Single-Family,Brick,Asphalt,1.0,5.0,3.0,0.0,1.0,14.0,0.0,4.0,4.0,42.0,84.0,63.0,422.0,128.0,9.0,1.0,2006.0,1267
560000.0,4.0,3.0,2298.0,1994.0,21780.0,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,12.0,2.0,0.0,1.0,5.0,0.0,8.0,2.0,44.0,81.0,64.0,520.0,158.0,5.5,2.0,2008.0,1268
399000.0,4.0,3.0,2304.0,1978.0,49658.0,Single-Family,Siding (Alum/Vinyl),Asphalt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0,83.0,40.0,330.0,93.0,8.0,3.0,2007.0,1269
579900.0,4.0,3.0,2317.0,1936.0,28314.0,Single-Family,Siding (Alum/Vinyl),,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,37.0,72.0,52.0,449.0,127.0,8.0,3.0,2005.0,1270
630000.0,4.0,3.0,2321.0,1965.0,11325.0,Single-Family,Brick,Asphalt,1.0,5.0,4.0,1.0,0.0,18.0,1.0,6.0,1.0,45.0,80.0,80.0,532.0,162.0,6.0,3.0,2006.0,1271
250000.0,4.0,3.0,2335.0,1964.0,16552.0,Single-Family,Siding (Alum/Vinyl),Asphalt,1.0,68.0,13.0,10.0,6.0,72.0,9.0,43.0,17.0,47.0,79.0,38.0,384.0,93.0,4.0,3.0,2015.0,1272
415000.0,4.0,3.0,2340.0,1969.0,1692.0,Apartment / Condo / Townhouse,Brick,Other,1.0,161.0,8.0,30.0,27.0,275.0,26.0,143.0,66.0,55.0,55.0,91.0,898.0,298.0,2.0,3.0,2000.0,1273
420000.0,4.0,3.0,2347.0,1958.0,10500.0,Single-Family,Other,Shake Shingle,1.0,0.0,0.0,0.0,1.0,1.0,2.0,11.0,10.0,37.0,80.0,86.0,753.0,229.0,9.0,3.0,2002.0,1274
790000.0,4.0,3.0,2349.0,1965.0,10005.0,Single-Family,Brick veneer,Composition Shingle,1.0,18.0,3.0,1.0,5.0,28.0,4.0,15.0,19.0,41.0,64.0,84.0,716.0,248.0,9.0,3.0,2006.0,1275
500000.0,4.0,3.0,2352.0,1982.0,9243.0,Single-Family,Wood Siding,Composition Shingle,1.0,4.0,1.0,0.0,2.0,8.0,0.0,4.0,12.0,54.0,87.0,84.0,611.0,212.0,9.0,3.0,2016.0,1276
420000.0,4.0,3.0,2362.0,1977.0,20037.0,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,16.0,2.0,1.0,3.0,16.0,0.0,7.0,13.0,41.0,73.0,60.0,430.0,131.0,5.0,3.0,2011.0,1277
474000.0,4.0,3.0,2375.0,1965.0,12196.0,Single-Family,Brick,Composition Shingle,1.0,14.0,3.0,1.0,3.0,14.0,3.0,6.0,11.0,46.0,78.0,77.0,531.0,162.0,7.0,3.0,2004.0,1278
275000.0,4.0,3.0,2382.0,1980.0,5584.0,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,27.0,4.0,0.0,4.0,40.0,5.0,14.0,12.0,53.0,74.0,62.0,418.0,127.0,8.0,3.0,2001.0,1279
393878.0,4.0,3.0,2400.0,1969.0,1700.0,Apartment / Condo / Townhouse,Brick,,1.0,98.0,7.0,9.0,8.0,64.0,7.0,87.0,24.0,35.0,53.0,56.0,359.0,124.0,7.0,3.0,2010.0,1280
515000.0,4.0,3.0,2400.0,1970.0,11325.0,Single-Family,Siding (Alum/Vinyl),Shake Shingle,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,45.0,80.0,80.0,532.0,162.0,6.0,3.0,2009.0,1281
730000.0,4.0,3.0,2400.0,1998.0,1704.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,,104.0,11.0,13.0,14.0,99.0,5.0,52.0,34.0,48.0,60.0,77.0,716.0,208.0,9.0,3.0,2006.0,1282
409610.0,4.0,3.0,2400.0,2002.0,3114.0,Apartment / Condo / Townhouse,Brick,Other,1.0,25.0,3.0,1.0,6.0,21.0,0.0,14.0,9.0,39.0,72.0,62.0,532.0,162.0,8.0,3.0,2002.0,1283
260000.0,4.0,3.0,2408.0,1982.0,14374.0,Single-Family,Wood,Composition Shingle,1.0,57.0,14.0,16.0,16.0,44.0,4.0,30.0,11.0,52.0,65.0,82.0,591.0,196.0,3.0,3.0,1998.0,1284
